IsROS,IsCybersec,IsThreat,IsMitigation,Spoofing,Tampering,Repudiation,Information Disclosure,DoS,Elevation of Privilege,Key,Item Type,Publication Year,Author,Title,Publication Title,ISBN,ISSN,DOI,Url,Abstract Note,Date,Date Added,Date Modified,Access Date,Pages,Num Pages,Issue,Volume,Number Of Volumes,Journal Abbreviation,Short Title,Series,Series Number,Series Text,Series Title,Publisher,Place,Language,Rights,Type,Archive,Archive Location,Library Catalog,Call Number,Extra,Notes,File Attachments,Link Attachments,Manual Tags,Automatic Tags,Editor,Series Editor,Translator,Contributor,Attorney Agent,Book Author,Cast Member,Commenter,Composer,Cosponsor,Counsel,Interviewer,Producer,Recipient,Reviewed Author,Scriptwriter,Words By,Guest,Number,Edition,Running Time,Scale,Medium,Artwork Size,Filing Date,Application Number,Assignee,Issuing Authority,Country,Meeting Name,Conference Name,Court,References,Reporter,Legal Status,Priority Numbers,Programming Language,Version,System,Code,Code Number,Section,Session,Committee,History,Legislative Body
False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Q7LUVF6L,conferencePaper,2020.0,"Tran, Kim-Anh; Sakalis, Christos; Själander, Magnus; Ros, Alberto; Kaxiras, Stefanos; Jimborean, Alexandra",Clearing the Shadows: Recovering Lost Performance for Invisible Speculative Execution through HW/SW Co-Design,Proceedings of the ACM International Conference on Parallel Architectures and Compilation Techniques,978-1-4503-8075-1,,10.1145/3410463.3414640,https://doi.org/10.1145/3410463.3414640,"Out-of-order processors heavily rely on speculation to achieve high performance, allowing instructions to bypass other slower instructions in order to fully utilize the processor's resources. Speculatively executed instructions do not affect the correctness of the application, as they never change the architectural state, but they do affect the micro-architectural behavior of the system. Until recently, these changes were considered to be safe but with the discovery of new security attacks that misuse speculative execution to leak secrete information through observable micro-architectural changes (so called side-channels), this is no longer the case. To solve this issue, a wave of software and hardware mitigations have been proposed, the majority of which delay and/or hide speculative execution until it is deemed to be safe, trading performance for security. These newly enforced restrictions change how speculation is applied and where the performance bottlenecks appear, forcing us to rethink how we design and optimize both the hardware and the software.We observe that many of the state-of-the-art hardware solutions targeting memory systems operate on a common scheme: the visible execution of loads or their dependents is blocked until they become safe to execute. In this work we propose a generally applicable hardware-software extension that focuses on removing the causes of loads' unsafety, generally caused by control and memory dependence speculation. As a result, we manage to make more loads safe to execute at an early stage, which enables us to schedule more loads at a time to overlap their delays and improve performance. We apply our techniques on the state-of-the-art Delay-on-Miss hardware defense and show that we reduce the performance gap to the unsafe baseline by 53% (on average).",2020,2026-02-25 17:23:13,2026-02-25 17:23:13,,241–254,,,,,,,PACT '20,,,,Association for Computing Machinery,"New York, NY, USA",,,,,,,,,,,,caches; coherence protocol; compiler; instruction reordering; side-channel attacks; speculative execution,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,FTPFIXF7,bookSection,2025.0,"Khalaj Monfared, Saleh; Mitard, Kyle; Cannon, Andrew; Forte, Domenic; Tajik, Shahin",LaserEscape: Detecting and Mitigating Optical Probing Attacks,Proceedings of the 43rd IEEE/ACM International Conference on Computer-Aided Design,979-8-4007-1077-3,,,https://doi.org/10.1145/3676536.3676822,"The security of integrated circuits (ICs) can be broken by sophisticated physical attacks relying on failure analysis methods. Optical probing is one of the most prominent examples of such attacks, which can be accomplished in a matter of days, even with limited knowledge of the IC under attack. Unfortunately, few countermeasures are proposed in the literature, and none have been fabricated and tested in practice. These countermeasures usually require changing the standard cell libraries and, thus, are incompatible with digital and programmable platforms, such as field programmable gate arrays (FPGAs). In this work, we shift our attention from preventing the attack to detecting and responding to it. We introduce LaserEscape, the first fully digital and FPGA-compatible countermeasure to detect and mitigate optical probing attacks. LaserEscape incorporates digital delay-based sensors to reliably detect the physical alteration of the fabric caused by laser beam irradiations in real time. Furthermore, as a response to the attack, LaserEscape deploys real-time hiding approaches using randomized hardware reconfigurability. It realizes 1) moving target defense (MTD) to physically move the sensitive circuity under attack out of the probing field of focus to protect secret keys and 2) polymorphism to logically obfuscate the functionality of the targeted circuit to counter function extraction and reverse engineering attempts. We demonstrate the effectiveness and resiliency of our approach by performing optical probing attacks on protected and unprotected designs on a 28-nm FPGA. Our results show that optical probing attacks can be reliably detected and mitigated without interrupting the chip's operation.",2025,2026-02-25 17:23:13,2026-02-25 17:23:13,,,,,,,,,,,,,Association for Computing Machinery,"New York, NY, USA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ZEVLAJ8F,conferencePaper,2022.0,"Wan, Zishen; Swaminathan, Karthik; Chen, Pin-Yu; Chandramoorthy, Nandhini; Raychowdhury, Arijit",Analyzing and Improving Resilience and Robustness of Autonomous Systems,Proceedings of the 41st IEEE/ACM International Conference on Computer-Aided Design,978-1-4503-9217-4,,10.1145/3508352.3561111,https://doi.org/10.1145/3508352.3561111,"Autonomous systems have reached a tipping point, with a myriad of self-driving cars, unmanned aerial vehicles (UAVs), and robots being widely applied and revolutionizing new applications. The continuous deployment of autonomous systems reveals the need for designs that facilitate increased resiliency and safety. The ability of an autonomous system to tolerate, or mitigate against errors, such as environmental conditions, sensor, hardware and software faults, and adversarial attacks, is essential to ensure its functional safety. Application-aware resilience metrics, holistic fault analysis frameworks, and lightweight fault mitigation techniques are being proposed for accurate and effective resilience and robustness assessment and improvement. This paper explores the origination of fault sources across the computing stack of autonomous systems, discusses the various fault impacts and fault mitigation techniques of different scales of autonomous systems, and concludes with challenges and opportunities for assessing and building next-generation resilient and robust autonomous systems.",2022,2026-02-25 17:23:13,2026-02-25 17:23:13,,,,,,,,,ICCAD '22,,,,Association for Computing Machinery,"New York, NY, USA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4TC37NPP,conferencePaper,2025.0,"Stower, Rebecca; Gautier, Anna; Wozniak, Maciej; Jensfelt, Patric; Tumova, Jana; Leite, Iolanda",Take a Chance on Me: How Robot Performance and Risk Behaviour Affects Trust and Risk-taking,Proceedings of the 2025 ACM/IEEE International Conference on Human-Robot Interaction,,,,,"Real-world human-robot interactions often encompass uncertainty. This uncertainty can be handled in different ways, for example by designing robot planners to be more or less risk-tolerant. However, how users actually perceive different risk-taking behaviours in robots has yet to be described. Additionally, in the absence of guarantees on optimal robot performance, the interaction between risk and performance on user perceptions is also unclear. To address this gap, we conducted a user study with 84 participants investigating how robot performance and risk behaviour affects users' trust and risk-taking decisions. Participants collaborated with a Franka robot arm to perform a block-stacking task. We compared a robot which displays consistent but sub-optimal behaviours to a robot displaying risky but occasionally optimal behaviour. Risky robot behaviour led to higher trust than consistent behaviour when the robot was on average good at stacking blocks (high expectation), but lower trust when the robot was on average bad at stacking blocks (low expectation). Individual risk-willingness also predicted likelihood of selecting the risky robot over the consistent robot for future interactions, but only when the average expectation was low. These findings have implications for risk-aware planning and decision-making in mixed human-robot systems.",2025,2026-02-25 17:23:13,2026-02-25 17:23:13,,391–399,,,,,,,HRI '25,,,,IEEE Press,,,,,,,,,,,,,trust; collaborative robot; failure; risk-taking; user study,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ALPTPP2A,conferencePaper,2022.0,"Witte, Thomas; Groner, Raffaela; Raschke, Alexander; Tichy, Matthias; Pekaric, Irdin; Felderer, Michael",Towards model co-evolution across self-adaptation steps for combined safety and security analysis,Proceedings of the 17th Symposium on Software Engineering for Adaptive and Self-Managing Systems,978-1-4503-9305-8,,10.1145/3524844.3528062,https://doi.org/10.1145/3524844.3528062,"Self-adaptive systems offer several attack surfaces due to the communication via different channels and the different sensors required to observe the environment. Often, attacks cause safety to be compromised as well, making it necessary to consider these two aspects together. Furthermore, the approaches currently used for safety and security analysis do not sufficient take into account the intermediate steps of an adaptation. Current work in this area ignores the fact that a self-adaptive system also reveals possible vulnerabilities (even if only temporarily) during the adaptation. To address this issue, we propose a modeling approach that takes into account the different relevant aspects of a system, its adaptation process, as well as safety hazards and security attacks. We present several models that describe different aspects of a self-adaptive system and we outline our idea of how these models can then be combined into an Attack-Fault Tree. This allows modeling aspects of the system on different levels of abstraction and co-evolve the models using transformations according to the adaptation of the system. Finally, analyses can then be performed as usual on the resulting Attack-Fault Tree.",2022,2026-02-25 17:23:13,2026-02-25 17:23:13,,106–112,,,,,,,SEAMS '22,,,,Association for Computing Machinery,"New York, NY, USA",,,,,,,,,,,,security; safety; attack-fault trees; modeling; self-adaptive systems,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BIULTZB9,conferencePaper,2019.0,"Alves, Ricardo; Ros, Alberto; Black-Schaffer, David; Kaxiras, Stefanos",Filter caching for free: the untapped potential of the store-buffer,Proceedings of the 46th International Symposium on Computer Architecture,978-1-4503-6669-4,,10.1145/3307650.3322269,https://doi.org/10.1145/3307650.3322269,"Modern processors contain store-buffers to allow stores to retire under a miss, thus hiding store-miss latency. The store-buffer needs to be large (for performance) and searched on every load (for correctness), thereby making it a costly structure in both area and energy. Yet on every load, the store-buffer is probed in parallel with the L1 and TLB, with no concern for the store-buffer's intrinsic hit rate or whether a store-buffer hit can be predicted to save energy by disabling the L1 and TLB probes.In this work we cache data that have been written back to memory in a unified store-queue/buffer/cache, and predict hits to avoid L1/TLB probes and save energy. By dynamically adjusting the allocation of entries between the store-queue/buffer/cache, we can achieve nearly optimal reuse, without causing stalls. We are able to do this efficiently and cheaply by recognizing key properties of stores: free caching (since they must be written into the store-buffer for correctness we need no additional data movement), cheap coherence (since we only need to track state changes of the local, dirty data in the store-buffer), and free and accurate hit prediction (since the memory dependence predictor already does this for scheduling).As a result, we are able to increase the store-buffer hit rate and reduce store-buffer/TLB/L1 dynamic energy by 11.8% (up to 26.4%) on SPEC2006 without hurting performance (average IPC improvements of 1.5%, up to 4.7%). The cost for these improvements is a 0.2% increase in L1 cache capacity (1 bit per line) and one additional tail pointer in the store-buffer.",2019,2026-02-25 17:23:13,2026-02-25 17:23:13,,436–448,,,,,,,ISCA '19,,,,Association for Computing Machinery,"New York, NY, USA",,,,,,,,,,,,energy efficient architecture; filter-cache; memory architecture; single thread performance; store-buffer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NCD2CRPT,journalArticle,2022.0,"Anandakumar, N. Nalla; Hashmi, Mohammad S.; Sanadhya, Somitra Kumar",Design and Analysis of FPGA-based PUFs with Enhanced Performance for Hardware-oriented Security,J. Emerg. Technol. Comput. Syst.,,1550-4832,10.1145/3517813,https://doi.org/10.1145/3517813,"This article presents a thorough analysis of two distinct Physically Unclonable Functions (PUF), namely RO-PUF (Ring oscillator-based PUF) and RS-LPUF (RS Latch-based PUF), prototyped on FPGA. It is shown that the implemented PUFs possess significantly enhanced performance when compared to the state of the art. It is also identified that the enhancements are achieved through the incorporation of Programmable Delay Lines of FPGA Lookup Tables, the Temporal Majority Voting (TMV) scheme, and placed macro techniques for routing and placements of PUF units. The prototypes developed on Xilinx Artix-7 FPGAs are used for validation over the rated temperature range of 0-85°C with ±5% variation in the supply voltage. The proposed schemes when evaluated experimentally also achieve good uniformity, bit-aliasing, uniqueness, and reliability. Finally, it is shown that the proposed designs outperform the existing conventional PUFs in the area and speed tradeoff.",2022-10-01 00:00:00,2026-02-25 17:23:13,2026-02-25 17:23:13,,,,4,18.0,,,,,,,,Association for Computing Machinery,"New York, NY, USA",,,,,,,,,,,,internet of things (IoT); FPGA; RO-PUF; PUF; PDL; RS-LPUF; TMV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,B7S877QM,journalArticle,2025.0,"Purandare, Salil; Islam, Md Nafee Al; Sinha, Urjoshi; Cleland-Huang, Jane; Cohen, Myra B.",An Evaluation of Self-Adaptive Mechanisms for Misconfigurations in Small Uncrewed Aerial Systems,ACM Trans. Auton. Adapt. Syst.,,1556-4665,10.1145/3707643,https://doi.org/10.1145/3707643,"Small uncrewed aerial systems (sUAS) provide an invaluable resource for performing a variety of surveillance, search, and delivery tasks in remote or hostile terrains which may not be accessible by other means. Due to the critical role sUAS play in these situations, it is vital that they are well configured in order to ensure a safe and stable flight. However, it is not uncommon for mistakes to occur in configuration and calibration, leading to failures or incomplete missions. To address this problem, we propose a set of self-adaptive mechanisms and implement them into a self-adaptive framework, Controller Instability-preventing Configuration-Aware Drone Adaptation (CICADA). CICADA dynamically detects unstable drone behavior during flight and adapts to mitigate this threat. We have built a prototype of CICADA using a popular open source sUAS flight control software and experimented with a large number of different configurations in simulation. We then performed a case study with physical drones to determine if our framework will work in practice. Experimental results show that CICADA’s adaptations reduce controller instability and enable the sUAS to recover from up to 33.8% of poor configurations. In cases where we cannot complete the intended mission, invoking alternative adaptations may still help by allowing the vehicle to loiter or land safely in place, avoiding potentially catastrophic crashes. These safety-focused adaptations can mitigate unsafe behavior in 52.9% to 64.7% of dangerous configurations. We further show that rule-based approaches can be leveraged to automatically select an appropriate adaptation strategy based on the severity of instability encountered, with up to a 14.2% improvement over direct adaptation. Finally, we introduce a variation of our primary adaptation strategy designed to allow more cautious adaptation with limited configuration information, which gets within 6.7% of our primary adaptation strategy despite not requiring an optimal knowledge base.",2025-06-01 00:00:00,2026-02-25 17:23:13,2026-02-25 17:23:13,,,,2,20.0,,,,,,,,Association for Computing Machinery,"New York, NY, USA",,,,,,,,,,,,configurability; self-adaptive software; uncrewed aerial vehicles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NMDXZ3UH,journalArticle,2025.0,"Jiang, Yingjie; Mo, Ran; Zhan, Wenjing; Wang, Dongyu; Li, Zengyang; Ma, Yutao",Leveraging Modular Architecture for Bug Characterization and Analysis in Automated Driving Software,ACM Trans. Softw. Eng. Methodol.,,1049-331X,10.1145/3707455,https://doi.org/10.1145/3707455,"With the rapid advancement of automated driving technology, numerous manufacturers deploy vehicles with auto-driving features. This highlights the importance of ensuring the quality of automated driving software. To achieve this, characterizing bugs in automated driving software is important, as it can facilitate bug detection and bug fixes, thereby ensuring software quality. Automated driving software typically has a modular architecture, where software is divided into multiple modules, each designed for its own functionality for automated driving. This may lead to varying bug characteristics. Additionally, our recent study has shown a correlation between bugs caused by code clones and the functionalities of modules in automated driving software. Hence, we consider the modular structure when analyzing bug characteristics. In this article, we analyze 3,078 bugs from two representative open-source Level-4 automated driving systems, Apollo and Autoware. By analyzing the bug report description, title, and developers’ discussions, we have identified 20 bug symptoms and 17 bug-fixing strategies and analyzed their relationships with the respective modules. Our analysis achieves 12 main findings offering a comprehensive view of bug characteristics in automated driving software. We believe our findings can help developers better understand and manage bugs in automated driving software, thereby improving software quality and reliability.",2025-04-01 00:00:00,2026-02-25 17:23:13,2026-02-25 17:23:13,,,,4,34.0,,,,,,,,Association for Computing Machinery,"New York, NY, USA",,,,,,,,,,,,Automated Driving Software; Bug Analysis; Bug Characterization; Software Modules,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ZDGZVDJH,conferencePaper,2024.0,"Wagner, Paul Georg; Birnstill, Pascal; Beyerer, Jürgen",DDS Security+: Enhancing the Data Distribution Service With TPM-based Remote Attestation,"Proceedings of the 19th International Conference on Availability, Reliability and Security",979-8-4007-1718-5,,10.1145/3664476.3670442,https://doi.org/10.1145/3664476.3670442,"The Data Distribution Service (DDS) is a widely accepted industry standard for reliably exchanging data over the network using a publish-subscribe model. While DDS already includes basic security features such as participant authentication and access control, the possibilities of leveraging Trusted Platform Modules (TPMs) to increase the security and trustworthiness of DDS-based applications have not been sufficiently researched yet. In this work, we show how TPM-based remote attestation can be effectively integrated into the existing DDS security architecture. This enables application developers to verify the code integrity of remote DDS participants during the operation of the distributed system. Our solution transparently extends the DDS secure channel handshake, while cryptographically binding the established communication channels to the attested software stacks. We show the security properties of our proposal by formally verifying the resulting remote attestation protocol using the Tamarin theorem prover. We also implement our solution as a fork of the popular eProsima FastDDS library and evaluate the resulting performance impact when conducting TPM-based remote attestations of DDS applications.",2024,2026-02-25 17:23:13,2026-02-25 17:23:13,,,,,,,,,ARES '24,,,,Association for Computing Machinery,"New York, NY, USA",,,,,,,,,,,,Data Distribution Service; DDS Security; Integrity Measurement; Remote Attestation; TPM; Trusted Platform Modules,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,G6AB42HJ,conferencePaper,2024.0,"Chen, Guanyu; Lv, Pan; Li, Hong; Yang, Guoqing",SmartVisor: User-Friendly Hypervisor for Mobile Robots,"Proceedings of the 25th ACM SIGPLAN/SIGBED International Conference on Languages, Compilers, and Tools for Embedded Systems",979-8-4007-0616-5,,10.1145/3652032.3657573,https://doi.org/10.1145/3652032.3657573,"With the increasing prevalence of mobile robots, there is a growing demand for powerful system software. Integrating multiple operating systems into a single platform has become necessary, and virtualization offers a cost-effective solution for managing multiple OSes. While several types of hypervisors for embedded systems have been proposed to manage guest OSes, significant work is still needed to make hypervisors applicable in robot systems. This paper introduces SmartVisor, a microkernel-based hypervisor designed explicitly for robotic systems. Our work focuses on designing the virtual machine management module to improve robot performance and user experience. The goal is to ensure that the hypervisor-based robot meets the demands of real-world scenarios for robot developers and users.",2024,2026-02-25 17:23:13,2026-02-25 17:23:13,,62–71,,,,,,,LCTES 2024,,,,Association for Computing Machinery,"New York, NY, USA",,,,,,,,,,,,Robot; Virtualization; Embedded System; Operating System,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,UNXT87QH,journalArticle,2025.0,"Assres, Gebremariam; Bhandari, Guru; Shalaginov, Andrii; Gronli, Tor-Morten; Ghinea, Gheorghita",State-of-the-Art and Challenges of Engineering ML- Enabled Software Systems in the Deep Learning Era,ACM Comput. Surv.,,0360-0300,10.1145/3731597,https://doi.org/10.1145/3731597,"Emerging from the software crisis of the 1960s, conventional software systems have vastly improved through Software Engineering (SE) practices. Simultaneously, Artificial Intelligence (AI) endeavors to augment or replace human decision-making. In the contemporary landscape, Machine Learning (ML), a subset of AI, leverages extensive data from diverse sources, fostering the development of ML-enabled (intelligent) software systems. While ML is increasingly utilized in conventional software development, the integration of SE practices in developing ML-enabled systems, especially across typical Software Development Life Cycle (SDLC) phases and methodologies in the post-2010 Deep Learning (DL) era, remains underexplored. Our survey of existing literature unveils insights into current practices, emphasizing the interdisciplinary collaboration challenges of developing ML-enabled software, including data quality, ethics, explainability, continuous monitoring and adaptation, and security. The study underscores the imperative for ongoing research and development with focus on data-driven hypotheses, non-functional requirements, established design principles, ML-first integration, automation, specialized testing, and use of agile methods.",2025-05-01 00:00:00,2026-02-25 17:23:13,2026-02-25 17:23:13,,,,10,57.0,,,,,,,,Association for Computing Machinery,"New York, NY, USA",,,,,,,,,,,,Conventional software; ML-enabled software; ML-powered systems; process areas; SDLC phases; software development models,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,KBKM3ZSF,conferencePaper,2024.0,"Wang, Yongzhao; Wellman, Michael P.",Generalized Response Objectives for Strategy Exploration in Empirical Game-Theoretic Analysis,Proceedings of the 23rd International Conference on Autonomous Agents and Multiagent Systems,979-8-4007-0486-4,,,,"In the policy-space response oracle (PSRO) framework, strategy sets defining an empirical game are iteratively extended by computing each player's best response to a target profile. The method for selecting a target profile is called a meta-strategy solver (MSS), and a variety of MSSs have been proposed and analyzed for their effectiveness in exploring the strategy space. Here we investigate an alternative means to control strategy exploration: setting the response objective (RO) employed in deriving a strategy for a given target profile. In evaluating effectiveness of strategy exploration, we consider not only rate of convergence to a solution, but also the quality of solution(s) captured by the evolving empirical game. We perform our study first in the domain of sequential bargaining games, comparing the standard RO based on own payoff with others that incorporate other players' payoffs. We find that an RO based on the bargaining solution and a social welfare related RO can lead to identifying equilibrium outcomes with significantly higher social welfare than the standard objective. For other proposed ROs, experiments demonstrate that they can differentially affect the makeup and value of solutions for different players. We further test PSRO with generalized ROs in large attack-graph games and a cooperative game Hanabi. We observe a similar impact and effectiveness of our ROs on strategy exploration. Finally, we establish a theoretical relationship between PSRO with generalized ROs and generalized weakened fictitious play in particular settings and a connection between the social welfare related RO with Berge equilibrium.",2024,2026-02-25 17:23:13,2026-02-25 17:23:13,,1892–1900,,,,,,,AAMAS '24,,,,International Foundation for Autonomous Agents and Multiagent Systems,"Richland, SC",,,,,,,,,,,,empirical game-theoretic analysis; policy space response oracles; response objectives; strategy exploration,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,YUI5L5CM,conferencePaper,2024.0,"Bouzida, Anya; Kubota, Alyssa; Cruz-Sandoval, Dagoberto; Twamley, Elizabeth W.; Riek, Laurel D.",CARMEN: A Cognitively Assistive Robot for Personalized Neurorehabilitation at Home,Proceedings of the 2024 ACM/IEEE International Conference on Human-Robot Interaction,979-8-4007-0322-5,,10.1145/3610977.3634971,https://doi.org/10.1145/3610977.3634971,"Cognitively assistive robots (CARs) have great potential to extend the reach of clinical interventions to the home. Due to the wide variety of cognitive abilities and rehabilitation goals, these systems must be flexible to support rapid and accurate implementation of intervention content that is grounded in existing clinical practice. To this end, we detail the system architecture of CARMEN (Cognitively Assistive Robot for Motivation and Neurorehabilitation), a flexible robot system we developed in collaboration with our key stakeholders: clinicians and people with mild cognitive impairment (PwMCI). We implemented a well-validated compensatory cognitive training (CCT) intervention on CARMEN, which it autonomously delivers to PwMCI. We deployed CARMEN in the homes of these stakeholders to evaluate and gain initial feedback on the system. We found that CARMEN gave participants confidence to use cognitive strategies in their everyday life, and participants saw opportunities for CARMEN to exhibit greater levels of autonomy or be used for other applications. Furthermore, elements of CARMEN are open source to support flexible home-deployed robots. Thus, CARMEN will enable the HRI community to deploy quality interventions to robots, ultimately increasing their accessibility and extensibility.",2024,2026-02-25 17:23:13,2026-02-25 17:23:13,,55–64,,,,,,,HRI '24,,,,Association for Computing Machinery,"New York, NY, USA",,,,,,,,,,,,digital health interventions; healthcare robotics; human robot interaction; neurorehabilitation; robot system design; robotics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GNUFVXPT,journalArticle,2025.0,"Salehzadeh, Roya; Bordbar, Fareed; Fan, Xiaoti; Korivand, Soroush; Merritt, Glen; Griffin, Darrin J.; Cousin, Christian; Jalili, Nader",Teleoperated Communication Robot: A Law Enforcement Perspective,J. Hum.-Robot Interact.,,,10.1145/3697842,https://doi.org/10.1145/3697842,"The goal of this article is to investigate the use of communication robots as tools to increase the safety of first responders (specifically, law enforcement officers (LEOs)) during social interactions or first-response situations. This article functions as the first stage of our investigation into communication robots for use by first responders. The LEOs in our study were provided with a mobile communication robot to determine if such robots could be of use in the public domain for the benefit of both civilians and LEOs. As part of our study, LEOs participated in training sessions where they worked with nonweaponized teleoperated communication robots and completed pretest-posttest surveys. The surveys captured LEOs’ perceptions and attitudes towards the robot and examined the impact of robot design features on LEOs’ acceptance of the communication robot. This article discusses the significance and potential use of communication robots as tools in the future of law enforcement. Our future works include conducting additional studies involving affected stakeholders (e.g., citizen communities) and assessing/mitigating any potential negative impact of communication robots.",2025-01-01 00:00:00,2026-02-25 17:23:13,2026-02-25 17:23:13,,,,2,14.0,,,,,,,,Association for Computing Machinery,"New York, NY, USA",,,,,,,,,,,,human-robot interaction; communication robots; law enforcement; robot acceptance; Teleoperation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GUZ6S28U,conferencePaper,2024.0,"Mo, Ran; Jiang, Yingjie; Zhan, Wenjing; Wang, Dongyu; Li, Zengyang",A Comprehensive Study on Code Clones in Automated Driving Software,Proceedings of the 38th IEEE/ACM International Conference on Automated Software Engineering,979-8-3503-2996-4,,10.1109/ase56229.2023.00053,https://doi.org/10.1109/ASE56229.2023.00053,"With the continuous improvement of artificial intelligence technology, autonomous driving technology has been greatly developed. Hence automated driving software has drawn more and more attention from both researchers and practitioners. Code clone is a commonly used to speed up the development cycle in software development, but many studies have shown that code clones may affect software maintainability. Currently, there is little research investigating code clones in automated driving software. To bridge this gap, we conduct a comprehensive experience study on the code clones in automated driving software. Through the analysis of Apollo and Autoware, we have presented that code clones are prevalent in automated driving software. about 30% of code lines are involved in code clones and more than 50% of files contain code clones. Moreover, a notable portion of these code clones has caused bugs and co-modifications. Due to the high complexity of autonomous driving, the automated driving software is often designed to be modular, with each module responsible for a single task. When considering each module individually, we have found that Perception, Planning, Canbus, and Sensing modules are more likely to encounter code clones, and more likely to have bug-prone and co-modified clones. Finally, we have shown that there exist cross-module clones to propagate bugs and co-modifications in different modules, which undermine the software's modularity.",2024,2026-02-25 17:23:13,2026-02-25 17:23:13,,1073–1085,,,,,,,ASE '23,,,,IEEE Press,,,,,,,,,,,,,automated driving software; bug-proneness; co-modification; code clone; software modularity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9T7QCUBP,journalArticle,2021.0,"Lou, Xiaoxuan; Zhang, Tianwei; Jiang, Jun; Zhang, Yinqian","A Survey of Microarchitectural Side-channel Vulnerabilities, Attacks, and Defenses in Cryptography",ACM Comput. Surv.,,0360-0300,10.1145/3456629,https://doi.org/10.1145/3456629,"Side-channel attacks have become a severe threat to the confidentiality of computer applications and systems. One popular type of such attacks is the microarchitectural attack, where the adversary exploits the hardware features to break the protection enforced by the operating system and steal the secrets from the program. In this article, we systematize microarchitectural side channels with a focus on attacks and defenses in cryptographic applications. We make three contributions. (1) We survey past research literature to categorize microarchitectural side-channel attacks. Since these are hardware attacks targeting software, we summarize the vulnerable implementations in software, as well as flawed designs in hardware. (2) We identify common strategies to mitigate microarchitectural attacks, from the application, OS, and hardware levels. (3) We conduct a large-scale evaluation on popular cryptographic applications in the real world and analyze the severity, practicality, and impact of side-channel vulnerabilities. This survey is expected to inspire side-channel research community to discover new attacks, and more importantly, propose new defense solutions against them.",2021-07-01 00:00:00,2026-02-25 17:23:13,2026-02-25 17:23:13,,,,6,54.0,,,,,,,,Association for Computing Machinery,"New York, NY, USA",,,,,,,,,,,,cryptography; Microarchitecture; vulnerability analysis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
